ptr_table_hex,ptr_table_dec,index,length,pc,lorom,pc_dec
0x1B0000,1769472,294,43,0x1B410E,0x36C10E,1786126
0x1B0000,1769472,295,135,0x1B4139,0x36C139,1786169
0x1B0000,1769472,296,26,0x1B41C0,0x36C1C0,1786304
0x1B0000,1769472,297,56,0x1B41DA,0x36C1DA,1786330
0x1B0000,1769472,298,35,0x1B4212,0x36C212,1786386
0x1B0000,1769472,299,38,0x1B4235,0x36C235,1786421
0x1B0000,1769472,300,23,0x1B425B,0x36C25B,1786459
0x1B0000,1769472,301,24,0x1B4272,0x36C272,1786482
0x1B0000,1769472,302,1,0x1B428A,0x36C28A,1786506
0x1B0000,1769472,303,123,0x1B428B,0x36C28B,1786507
0x1B0000,1769472,304,32,0x1B4306,0x36C306,1786630
0x1B0000,1769472,305,46,0x1B4326,0x36C326,1786662
0x1B0000,1769472,306,164,0x1B4354,0x36C354,1786708
0x1B0000,1769472,307,73,0x1B43F8,0x36C3F8,1786872
0x1B0000,1769472,308,53,0x1B4441,0x36C441,1786945
0x1B0000,1769472,309,50,0x1B4476,0x36C476,1786998
0x1B0000,1769472,310,14,0x1B44A8,0x36C4A8,1787048
0x1B0000,1769472,311,85,0x1B44B6,0x36C4B6,1787062
0x1B0000,1769472,312,216,0x1B450B,0x36C50B,1787147
0x1B0000,1769472,313,20,0x1B45E3,0x36C5E3,1787363
0x1B0000,1769472,314,57,0x1B45F7,0x36C5F7,1787383
0x1B0000,1769472,315,72,0x1B4630,0x36C630,1787440
0x1B0000,1769472,316,49,0x1B4678,0x36C678,1787512
0x1B0000,1769472,317,13,0x1B46A9,0x36C6A9,1787561
0x1B0000,1769472,318,42,0x1B46B6,0x36C6B6,1787574
0x1B0000,1769472,319,12,0x1B46E0,0x36C6E0,1787616
0x1B0000,1769472,320,109,0x1B46EC,0x36C6EC,1787628
0x1B0000,1769472,321,16,0x1B4759,0x36C759,1787737
0x1B0000,1769472,322,65,0x1B4769,0x36C769,1787753
0x1B0000,1769472,323,10,0x1B47AA,0x36C7AA,1787818
0x1B0000,1769472,324,24,0x1B47B4,0x36C7B4,1787828
0x1B0000,1769472,325,32,0x1B47CC,0x36C7CC,1787852
0x1B0000,1769472,326,147,0x1B47EC,0x36C7EC,1787884
0x1B0000,1769472,327,10,0x1B487F,0x36C87F,1788031
0x1B0000,1769472,328,92,0x1B4889,0x36C889,1788041
0x1B0000,1769472,329,153,0x1B48E5,0x36C8E5,1788133
0x1B0000,1769472,330,57,0x1B497E,0x36C97E,1788286
0x1B0000,1769472,331,91,0x1B49B7,0x36C9B7,1788343
0x1B0000,1769472,332,15,0x1B4A12,0x36CA12,1788434
0x1B0000,1769472,333,12,0x1B4A21,0x36CA21,1788449
0x1B0000,1769472,334,76,0x1B4A2D,0x36CA2D,1788461
0x1B0000,1769472,335,11,0x1B4A79,0x36CA79,1788537
0x1B0000,1769472,336,16,0x1B4A84,0x36CA84,1788548
0x1B0000,1769472,337,36,0x1B4A94,0x36CA94,1788564
0x1B0000,1769472,338,41,0x1B4AB8,0x36CAB8,1788600
0x1B0000,1769472,339,16,0x1B4AE1,0x36CAE1,1788641
0x1B0000,1769472,340,102,0x1B4AF1,0x36CAF1,1788657
0x1B0000,1769472,341,45,0x1B4B57,0x36CB57,1788759
0x1B0000,1769472,342,40,0x1B4B84,0x36CB84,1788804
0x1B0000,1769472,343,116,0x1B4BAC,0x36CBAC,1788844
0x1B0000,1769472,344,91,0x1B4C20,0x36CC20,1788960
0x1B0000,1769472,345,34,0x1B4C7B,0x36CC7B,1789051
0x1B0000,1769472,346,105,0x1B4C9D,0x36CC9D,1789085
0x1B0000,1769472,347,56,0x1B4D06,0x36CD06,1789190
0x1B0000,1769472,348,62,0x1B4D3E,0x36CD3E,1789246
0x1B0000,1769472,349,80,0x1B4D7C,0x36CD7C,1789308
0x1B0000,1769472,350,157,0x1B4DCC,0x36CDCC,1789388
0x1B0000,1769472,351,114,0x1B4E69,0x36CE69,1789545
0x1B0000,1769472,352,55,0x1B4EDB,0x36CEDB,1789659
0x1B0000,1769472,353,18,0x1B4F12,0x36CF12,1789714
0x1B0000,1769472,354,51,0x1B4F24,0x36CF24,1789732
0x1B0000,1769472,355,22,0x1B4F57,0x36CF57,1789783
0x1B0000,1769472,356,77,0x1B4F6D,0x36CF6D,1789805
0x1B0000,1769472,357,23,0x1B4FBA,0x36CFBA,1789882
0x1B0000,1769472,358,113,0x1B4FD1,0x36CFD1,1789905
0x1B0000,1769472,359,32,0x1B5042,0x36D042,1790018
0x1B0000,1769472,360,13,0x1B5062,0x36D062,1790050
0x1B0000,1769472,361,27,0x1B506F,0x36D06F,1790063
0x1B0000,1769472,362,165,0x1B508A,0x36D08A,1790090
0x1B0000,1769472,363,18,0x1B512F,0x36D12F,1790255
0x1B0000,1769472,364,36,0x1B5141,0x36D141,1790273
0x1B0000,1769472,365,174,0x1B5165,0x36D165,1790309
0x1B0000,1769472,366,36,0x1B5213,0x36D213,1790483
0x1B0000,1769472,367,19,0x1B5237,0x36D237,1790519
0x1B0000,1769472,368,11,0x1B524A,0x36D24A,1790538
0x1B0000,1769472,369,95,0x1B5255,0x36D255,1790549
0x1B0000,1769472,370,23,0x1B52B4,0x36D2B4,1790644
0x1B0000,1769472,371,169,0x1B52CB,0x36D2CB,1790667
0x1B0000,1769472,372,14,0x1B5374,0x36D374,1790836
0x1B0000,1769472,373,73,0x1B5382,0x36D382,1790850
0x1B0000,1769472,374,42,0x1B53CB,0x36D3CB,1790923
0x1B0000,1769472,375,140,0x1B53F5,0x36D3F5,1790965
0x1B0000,1769472,376,82,0x1B5481,0x36D481,1791105
0x1B0000,1769472,377,138,0x1B54D3,0x36D4D3,1791187
0x1B0000,1769472,378,21,0x1B555D,0x36D55D,1791325
0x1B0000,1769472,379,64,0x1B5572,0x36D572,1791346
0x1B0000,1769472,380,34,0x1B55B2,0x36D5B2,1791410
0x1B0000,1769472,381,28,0x1B55D4,0x36D5D4,1791444
0x1B0000,1769472,382,44,0x1B55F0,0x36D5F0,1791472
0x1B0000,1769472,383,49,0x1B561C,0x36D61C,1791516
0x1B0000,1769472,384,9,0x1B564D,0x36D64D,1791565
0x1B0000,1769472,385,11,0x1B5656,0x36D656,1791574
0x1B0000,1769472,386,153,0x1B5661,0x36D661,1791585
0x1B0000,1769472,387,30,0x1B56FA,0x36D6FA,1791738
0x1B0000,1769472,388,24,0x1B5718,0x36D718,1791768
0x1B0000,1769472,389,21,0x1B5730,0x36D730,1791792
0x1B0000,1769472,390,26,0x1B5745,0x36D745,1791813
0x1B0000,1769472,391,78,0x1B575F,0x36D75F,1791839
0x1B0000,1769472,392,17,0x1B57AD,0x36D7AD,1791917
0x1B0000,1769472,393,39,0x1B57BE,0x36D7BE,1791934
0x1B0000,1769472,394,19,0x1B57E5,0x36D7E5,1791973
0x1B0000,1769472,395,19,0x1B57F8,0x36D7F8,1791992
0x1B0000,1769472,396,52,0x1B580B,0x36D80B,1792011
0x1B0000,1769472,397,21,0x1B583F,0x36D83F,1792063
0x1B0000,1769472,398,28,0x1B5854,0x36D854,1792084
0x1B0000,1769472,399,48,0x1B5870,0x36D870,1792112
0x1B0000,1769472,400,25,0x1B58A0,0x36D8A0,1792160
0x1B0000,1769472,401,15,0x1B58B9,0x36D8B9,1792185
0x1B0000,1769472,402,41,0x1B58C8,0x36D8C8,1792200
0x1B0000,1769472,403,100,0x1B58F1,0x36D8F1,1792241
0x1B0000,1769472,404,20,0x1B5955,0x36D955,1792341
0x1B0000,1769472,405,92,0x1B5969,0x36D969,1792361
0x1B0000,1769472,406,21,0x1B59C5,0x36D9C5,1792453
